Date,3m pnl,3m sharpe
2005-02-09,0.07880697701671364,1.908106661566087
2005-02-10,0.07167811088692998,1.7499500278528255
2005-02-11,0.06264163351005782,1.5437153452792944
2005-02-14,0.06433028012871983,1.5848717462636572
2005-02-15,0.07313195720300177,1.805588265128335
2005-02-16,0.04859043862193521,1.2245680218715487
2005-02-17,0.05482941298716873,1.3884591123868608
2005-02-18,0.04855091913320411,1.22816244055674
2005-02-21,0.04695153567512551,1.187768607068158
2005-02-22,0.034499276378785346,0.8729267695618084
2005-02-23,0.019154659717687834,0.4836351150138849
2005-02-24,0.001137951442641007,0.029193752517643744
2005-02-25,0.008383803163026463,0.2133367600784415
2005-02-28,0.015056644106447966,0.3822498173351354
2005-03-01,0.02785965109297426,0.714922599815071
2005-03-02,0.007464397976154331,0.19492460162519432
2005-03-03,0.021372953620428247,0.5627362509385272
2005-03-04,0.01821447656382392,0.48319250967279187
2005-03-07,0.028547246415057383,0.7548705833773449
2005-03-08,0.035185261446523744,0.9288434416391026
2005-03-09,0.05560958864541068,1.5282048313270693
2005-03-10,0.055979429964875316,1.539681132670855
2005-03-11,0.06615341997016252,1.8289734747024364
2005-03-14,0.03446214876241541,0.9697340164293997
2005-03-15,0.025724868837079005,0.7234418232477197
2005-03-16,0.0023832369289381143,0.0703164571799798
2005-03-17,0.010145168814728316,0.3038185218517592
2005-03-18,0.011284344037201143,0.33804692374122236
2005-03-21,-0.021428309119461936,-0.6462016455954319
2005-03-22,-0.027174493764420563,-0.8150453926481481
2005-03-23,-0.053687094319930226,-1.52493665725941
2005-03-24,-0.06146757653349473,-1.763268751062464
2005-03-25,-0.06541707017138816,-1.8825773874596996
2005-03-28,-0.06900278951481888,-1.990904772677519
2005-03-29,-0.07547345444116793,-2.172215820780203
2005-03-30,-0.06569416088518337,-1.8955594080317177
2005-03-31,-0.0677411310784554,-1.9612269320493607
2005-04-01,-0.0712846919648838,-2.069461008597702
2005-04-04,-0.0726202950059369,-2.106916279309897
2005-04-05,-0.03325159769114544,-1.1239134253938043
2005-04-06,-0.017796499923132095,-0.6214746096616868
2005-04-07,-0.007660458595720866,-0.2718077468749119
2005-04-08,-0.003153570361238825,-0.11214523388981824
2005-04-11,-0.00647998831004884,-0.23049612704042552
2005-04-12,-0.019285711809424268,-0.6702588642881036
2005-04-13,-0.035247937682846106,-1.232805476005261
2005-04-14,-0.047548630703064074,-1.6557188000999508
2005-04-15,-0.06561908049505889,-2.2331887610250845
2005-04-18,-0.08567743473775906,-2.8737324585024755
2005-04-19,-0.0676731536386371,-2.270309141171977
2005-04-20,-0.056860397871749985,-1.9196699761930425
2005-04-21,-0.041396276187816675,-1.4535911289990628
2005-04-22,-0.04572795999670805,-1.6201964637894648
2005-04-25,-0.04469758722669163,-1.5839056085904635
2005-04-26,-0.04527035246084801,-1.6036037537908496
2005-04-27,-0.06693303727731569,-2.371046460066873
2005-04-28,-0.06316911658187868,-2.231760818662574
2005-04-29,-0.06844632478993509,-2.416320477013946
2005-05-02,-0.07494217501111013,-2.6812997092143678
2005-05-03,-0.08452251185954213,-3.0769582639137107
2005-05-04,-0.08611547298101764,-3.143573005184182
2005-05-05,-0.0745835422071092,-2.708100509997013
2005-05-06,-0.09798036453807825,-3.6339895562142774
2005-05-09,-0.1015150769112776,-3.789546461678823
2005-05-10,-0.09331944496654296,-3.454878948077029
2005-05-11,-0.0915882443663721,-3.383240476868368
2005-05-12,-0.09829300673613113,-3.6603755205096618
2005-05-13,-0.10365041791969486,-3.875783195078905
2005-05-16,-0.11290095155133635,-4.221289743092139
2005-05-17,-0.11620367807968898,-4.365238073010626
2005-05-18,-0.1065312193268657,-3.9947889219536483
2005-05-19,-0.10962607452512743,-4.107557708313635
2005-05-20,-0.10931726727377176,-4.096683953363157
2005-05-23,-0.10853325777530387,-4.064789523185186
2005-05-24,-0.09335766016445454,-3.4296338639144768
2005-05-25,-0.08283185573438326,-3.0595120733299845
2005-05-26,-0.07716887500837792,-2.847050244832456
2005-05-27,-0.08590528337344341,-3.2423639758166276
2005-05-30,-0.08882951966469546,-3.3724617869388283
2005-05-31,-0.08500228663794017,-3.205185940590238
2005-06-01,-0.06824186925882736,-2.5034544162221506
2005-06-02,-0.0706501382453907,-2.599635530244775
2005-06-03,-0.08806527216127139,-3.334659351351766
2005-06-06,-0.0957632108548586,-3.676323073666435
2005-06-07,-0.09484298530743043,-3.6320550664301727
2005-06-08,-0.09159350156040047,-3.4937493361212217
2005-06-09,-0.08287317455712644,-3.216211586496217
2005-06-10,-0.08558573953629289,-3.3330000619169757
2005-06-13,-0.07323036819212864,-2.9201083461340374
2005-06-14,-0.07218838175192079,-2.8817204466337607
2005-06-15,-0.07893939681309455,-3.118124180063488
2005-06-16,-0.06827349937221762,-2.6754977695426287
2005-06-17,-0.06788158230999206,-2.6598609885923916
2005-06-20,-0.04946616771806132,-2.0187220660912404
2005-06-21,-0.032744915687686595,-1.32119839680447
2005-06-22,0.009993865136888467,0.4169348891494685
2005-06-23,0.009837519641062942,0.4104443680941896
2005-06-24,0.004834733334251024,0.20096207973525565
2005-06-27,0.0005207376075713028,0.02157960780063212
2005-06-28,0.0031862529779868327,0.13279153590707277
2005-06-29,0.004471392565602611,0.18601897843828147
2005-06-30,-0.0008168993490189992,-0.034227811343638836
2005-07-01,0.006686336832349023,0.27605392140779494
2005-07-04,0.00743386805171621,0.307284749845072
2005-07-05,-0.00576625774487691,-0.2338628672706039
2005-07-06,-0.0043649389349758524,-0.17691876695744466
2005-07-07,-0.007374974783531209,-0.2983452609258603
2005-07-08,-0.00017656733732829337,-0.007053112808562558
2005-07-11,-0.0005202891529307456,-0.020778519479553587
2005-07-12,0.006291557818160087,0.2577549434416083
2005-07-13,0.022799159096654715,0.9280794019371893
2005-07-14,0.03388275071678869,1.3978872660341704
2005-07-15,0.05026997618789406,2.177855708418823
2005-07-18,0.06695170763243843,3.056536847684594
2005-07-19,0.06624738459155484,3.031629628719038
2005-07-20,0.06586913067189915,3.015052546833159
2005-07-21,0.0534951156923947,2.3211686498852164
2005-07-22,0.06519670494779989,2.7009073460429303
2005-07-25,0.07125897611972826,2.941308047504745
2005-07-26,0.07555797415533798,3.1304318787305467
2005-07-27,0.09202491305681744,3.9495298226746427
2005-07-28,0.08973237027329817,3.8534674059765406
2005-07-29,0.09429636955127334,4.077894482049699
2005-08-01,0.08787845679295747,3.7713358105997776
2005-08-02,0.09261359323196447,3.970720856438705
2005-08-03,0.08487124109475462,3.6097495670882833
2005-08-04,0.07737378758689029,3.3012272785228056
2005-08-05,0.0749137266747427,3.150833867206022
2005-08-08,0.08181040842905077,3.397487230202116
2005-08-09,0.07807012775093043,3.25486123032516
2005-08-10,0.0897482385005412,3.601582627704626
2005-08-11,0.09714588845395505,3.8878875546937213
2005-08-12,0.10190055673618259,4.0877940581077254
2005-08-15,0.10712703373048801,4.34707514126231
2005-08-16,0.10312664045033205,4.163613184191984
2005-08-17,0.0812846612387378,3.0505249580220326
2005-08-18,0.06927197310797012,2.483968547902464
2005-08-19,0.08181644070392312,2.9096408918465824
2005-08-22,0.09618358572108358,3.318886520477529
2005-08-23,0.07568201191162897,2.5812568601365538
2005-08-24,0.06834653443433969,2.319217155963534
2005-08-25,0.06356612858080866,2.153350655605301
2005-08-26,0.05083358806865005,1.6879493605002265
2005-08-29,0.056041715538523225,1.8488236626536234
2005-08-30,0.0717450347678148,2.249341341686031
2005-08-31,0.06727563903696401,2.129664009338271
2005-09-01,0.08659185060737673,2.617256697558917
2005-09-02,0.08414343959715709,2.532042037083876
2005-09-05,0.08823853488092423,2.6545334882790206
2005-09-06,0.08082879400959068,2.4363805238951346
2005-09-07,0.07298582729561767,2.1935236030901732
2005-09-08,0.07473433760089315,2.248342637559434
2005-09-09,0.08200519472013433,2.4543901009160485
2005-09-12,0.07780087178258013,2.321392855041788
2005-09-13,0.07816242843402679,2.3329862777433696
2005-09-14,0.09342771587091821,2.8093757647531308
2005-09-15,0.09355187851280086,2.812731098186672
2005-09-16,0.09366972417979898,2.816392156221815
2005-09-19,0.10939727433167552,3.185549613007235
2005-09-20,0.10269872169333723,3.0095465294476953
2005-09-21,0.0830774311212916,2.523867813699036
2005-09-22,0.07832050078488736,2.3729746255221524
2005-09-23,0.07372535195621743,2.2158878399473
2005-09-26,0.08774662421826851,2.620130847831302
2005-09-27,0.09214238254023496,2.7587607291694245
2005-09-28,0.10412752329033298,3.0489932129308284
2005-09-29,0.11182748134850404,3.2601784777795912
2005-09-30,0.10079041528371448,2.9462627927822247
2005-10-03,0.11211252509633396,3.2707582115478306
2005-10-04,0.12060770264503405,3.568164222034804
2005-10-05,0.09446298629984927,2.6043772707665136
2005-10-06,0.05740818334369311,1.3742242715262747
2005-10-07,0.06416752900552107,1.5207537697515665
2005-10-10,0.0749301735149403,1.7691317699848472
2005-10-11,0.09383509451527725,2.2002955794925154
2005-10-12,0.06580629366447734,1.508917327442466
2005-10-13,0.0438647317902417,0.9811795777603624
2005-10-14,0.03576845415742012,0.798116301979872
2005-10-17,0.045050927031543515,0.9970751608347506
2005-10-18,0.041614126698063955,0.9228645631530756
2005-10-19,0.02554169386038077,0.5591637113022767
2005-10-20,0.029679314881387298,0.6537727518003345
2005-10-21,0.015367833243710417,0.3433585767674278
2005-10-24,0.012228661063394314,0.2736224180692503
2005-10-25,0.020320644523578155,0.4523305468074031
2005-10-26,0.021246060343503775,0.4726592666121416
2005-10-27,0.010982103548669894,0.24289210257021285
2005-10-28,0.01000861788549445,0.2213560443952824
2005-10-31,0.01809709923786459,0.4004519664586542
2005-11-01,0.014492793869480693,0.3210037639815537
2005-11-02,0.024400601239672224,0.5405106560243926
2005-11-03,0.035882984441481074,0.7907037339815192
2005-11-04,0.05707843417147326,1.2675630812750984
2005-11-07,0.04646415289833268,1.035573357713985
2005-11-08,0.03851353218999068,0.855895629251765
2005-11-09,0.034065412167315685,0.7621820367167176
2005-11-10,0.03647439916180972,0.8144124123568566
2005-11-11,0.03177441177026375,0.7093927029764291
2005-11-14,0.039920046872017924,0.8890288520546776
2005-11-15,0.04454996849540404,0.9931578501230754
2005-11-16,0.06923806755214766,1.5769855689432906
2005-11-17,0.08421474932266272,1.9556443234984147
2005-11-18,0.08327339320937786,1.935708755471579
2005-11-21,0.06974311841478047,1.6437887585300557
2005-11-22,0.07270245593868645,1.7210571190836244
2005-11-23,0.08344297166246983,1.9775971915364419
2005-11-24,0.08741676829857756,2.0740310659530192
2005-11-25,0.10672354037125774,2.552056987880394
2005-11-28,0.09670313273783214,2.316965637178778
2005-11-29,0.08447777934738174,2.0752898437208422
2005-11-30,0.07744912025838506,1.9080572908732207
2005-12-01,0.08898109077621684,2.1001745326947523
2005-12-02,0.10081082160723275,2.3925092227897933
2005-12-05,0.10628797577052314,2.513037647010736
2005-12-06,0.10543051400055056,2.4917587764551814
2005-12-07,0.11725703373921238,2.7720388931529207
2005-12-08,0.10643741988883298,2.487266047899185
2005-12-09,0.10799126987185684,2.5197409419472323
2005-12-12,0.10908726594370526,2.547331484276886
2005-12-13,0.10785203251501076,2.5162808161525367
2005-12-14,0.06794992045948893,1.4721120370143326
2005-12-15,0.05359389419126401,1.157347890477698
2005-12-16,0.05649472816399962,1.2197582850261337
2005-12-19,0.03570525479257791,0.7855095028861818
2005-12-20,0.03804517227393886,0.8362035978408913
2005-12-21,0.050712730529990105,1.105399697509103
2005-12-22,0.052752801426089985,1.1508105300312088
2005-12-23,0.05979914018977031,1.3112738400793418
2005-12-26,0.05092833561774049,1.12286558276986
2005-12-27,0.04760539032451669,1.0489480133316909
2005-12-28,0.03381277414918136,0.755808182669367
2005-12-29,0.02492446433642879,0.5591728735654244
2005-12-30,0.018308947422068327,0.40854924263499626
2006-01-02,0.013323996820713143,0.2983252387408516
2006-01-03,0.01967160765773389,0.43993599518171433
2006-01-04,0.060823992772445365,1.3934031307724686
2006-01-05,0.09453586260567817,2.4527469856498536
2006-01-06,0.09076790146010037,2.37226716277151
2006-01-09,0.0889169661921807,2.3288414245262024
2006-01-10,0.06759517043624151,1.7801734426428735
2006-01-11,0.09974119661037106,2.6859384846893746
2006-01-12,0.1203016077146041,3.372663503455445
2006-01-13,0.12990500027087842,3.662683367266887
2006-01-16,0.12261397052847059,3.4916170293575624
2006-01-17,0.11100526317210732,3.1315421865927706
2006-01-18,0.11085487919252544,3.1257974967688034
2006-01-19,0.14133018553536403,3.8998153331684042
2006-01-20,0.12640647323712703,3.406471279376813
2006-01-23,0.12933665994931062,3.4820049124078274
2006-01-24,0.12860951505215804,3.4656863415359296
2006-01-25,0.14229952164906098,3.7371548463753888
2006-01-26,0.15693768773908057,4.169224255622352
2006-01-27,0.16675588200966074,4.415379720039597
2006-01-30,0.16790967035247684,4.44433328384998
2006-01-31,0.17417471984831479,4.604580453989389
2006-02-01,0.18054536263230453,4.742935991137573
2006-02-02,0.16524872700329826,4.336252032893042
2006-02-03,0.15080140419303245,3.944306680623205
2006-02-06,0.16151539327154835,4.215557108735913
2006-02-07,0.14704792684787354,3.694487637783281
2006-02-08,0.12739082244508598,3.184996719357952
2006-02-09,0.13820831838829248,3.387448033874719
2006-02-10,0.11958667564456535,2.826209373199992
2006-02-13,0.09673678399120059,2.2427452062862896
2006-02-14,0.11099109403768882,2.5401556280146087
2006-02-15,0.09339118383545783,2.1181637629212955
2006-02-16,0.09962982597867368,2.2584372536796646
2006-02-17,0.09642750042968588,2.190811704107256
2006-02-20,0.10078420085870458,2.286628279550173
2006-02-21,0.11676775857361149,2.657891169080155
2006-02-22,0.11427926351603372,2.6036305706053486
2006-02-23,0.11119286123784752,2.5313636460302047
2006-02-24,0.1083978019800695,2.472499970392982
2006-02-27,0.11094100309722224,2.5326542770467366
2006-02-28,0.09070524467849488,2.0558663917685394
2006-03-01,0.10028486673382005,2.2625764599617892
2006-03-02,0.06844140305163174,1.6494068291467556
2006-03-03,0.05769432429299153,1.3855010933806315
2006-03-06,0.04996277313217737,1.2059252859390943
2006-03-07,0.036055233097438924,0.8533311820233281
2006-03-08,0.011261821886590386,0.2616912831038066
2006-03-09,0.02922537300930516,0.6835940688209035
2006-03-10,0.035986045751627775,0.8321124962027441
2006-03-13,0.05338994201024346,1.2201991112817665
2006-03-14,0.04713834611183062,1.0702667491137363
2006-03-15,0.09146219978234925,2.238072103834966
2006-03-16,0.09164692488881929,2.2431879783317332
2006-03-17,0.0938966457341123,2.2962503365417217
2006-03-20,0.10424566218581627,2.543534833499999
2006-03-21,0.10093476501930611,2.4649282731544084
2006-03-22,0.09047568995928477,2.2297610183861645
2006-03-23,0.09740269340457862,2.399177989552669
2006-03-24,0.10260713283780144,2.528535995645163
2006-03-27,0.1025363289696725,2.526786053124359
2006-03-28,0.10589604632031273,2.612756644765692
2006-03-29,0.1105383571838755,2.722013082762263
2006-03-30,0.12482554161406208,3.0433624913412065
2006-03-31,0.12877416449663642,3.1572896015178964
2006-04-03,0.14909889964386988,3.53542665004954
2006-04-04,0.14199140024721157,3.363748318398734
2006-04-05,0.12551632579055894,3.019193336297578
2006-04-06,0.14534236826581534,3.4823955565185476
2006-04-07,0.12779778171858272,3.0615415909956183
2006-04-10,0.1302806704053184,3.1139028662683215
2006-04-11,0.12250023852906981,2.8833230305332984
2006-04-12,0.11106196948121999,2.6396856962487316
2006-04-13,0.11640059314840456,2.7609182643402095
2006-04-14,0.11640340720516991,2.76098280946538
2006-04-17,0.11239293492280641,2.6677133327432134
2006-04-18,0.13170412419231425,3.127710086245041
2006-04-19,0.16825842750818987,3.9590407899395266
2006-04-20,0.13755637370483742,3.280366678820077
2006-04-21,0.16840666549642228,4.029137895153362
2006-04-24,0.14201522925375765,3.2706391638373513
2006-04-25,0.14812935442522115,3.385163893960871
2006-04-26,0.14273122031999463,3.2960889662246737
2006-04-27,0.12521347983600306,2.8536918575334154
2006-04-28,0.11393764997980371,2.6037413576622406
2006-05-01,0.11107825670601808,2.540073864303216
2006-05-02,0.12166332082101952,2.742504829105659
2006-05-03,0.10235242959739463,2.3081224745964817
2006-05-04,0.11979405075991192,2.6917203520374877
2006-05-05,0.13401582294822675,3.0163659868338755
2006-05-08,0.1261298475410436,2.8474379766083966
2006-05-09,0.1607704668232482,3.723570849035672
2006-05-10,0.17199937164845147,4.022105571171354
2006-05-11,0.16311064355566596,3.8732055072904776
2006-05-12,0.1581317606347521,3.68830328601693
2006-05-15,0.12233696396309852,2.451718221829749
2006-05-16,0.10473047252235884,2.1176202820791254
2006-05-17,0.11067279524615621,2.25142874441733
2006-05-18,0.09533858593045863,1.927153877672015
2006-05-19,0.07243947546618079,1.439146225127076
2006-05-22,0.05859834197072396,1.1612604264531272
2006-05-23,0.06098134694186085,1.2060839877035132
2006-05-24,0.04205074680060439,0.8210466193248198
2006-05-25,0.04175535521373179,0.8152209037294041
2006-05-26,0.035691743014652874,0.6976152988282824
2006-05-29,0.03697559692183083,0.7226620004069662
2006-05-30,0.06328041911525718,1.2332805599135959
2006-05-31,0.04803689328954959,0.93823198011848
2006-06-01,0.038848010297632525,0.75548898551514
2006-06-02,0.04587965401475129,0.8945199849758878
2006-06-05,0.04364139567026979,0.8508081705460555
2006-06-06,0.05922966813175956,1.1707037132785214
2006-06-07,0.07204378287375367,1.4460890563521251
2006-06-08,0.051418779252259565,1.0221737219829896
2006-06-09,0.03354362680573225,0.6749471436464181
2006-06-12,0.019858465062358287,0.40365780294218306
2006-06-13,0.017571066416518805,0.35615866712624344
2006-06-14,0.013187068133415296,0.26838080119344776
2006-06-15,0.02867794530468578,0.5841526318695671
2006-06-16,0.027584883092371688,0.5621545377486102
2006-06-19,0.02832278340951766,0.5768292437881885
2006-06-20,0.03324329827986632,0.6757564437849531
2006-06-21,0.03653173771636108,0.7418198729198926
2006-06-22,0.041458406159872375,0.838718673653515
2006-06-23,0.04472425217983361,0.9033982052383754
2006-06-26,0.048582753359514994,0.9803313478800788
2006-06-27,0.04407592026681899,0.8885500799245518
2006-06-28,0.0376107399651429,0.759651818866633
2006-06-29,0.014913380719071938,0.3024821970546996
2006-06-30,0.016191163979522492,0.328619767228152
2006-07-03,-0.013075160621014735,-0.2728163398504455
2006-07-04,-0.014222450433602436,-0.29665700059455563
2006-07-05,0.0017736717221286964,0.03646381434059418
2006-07-06,-0.0184053030872552,-0.3811901920634485
2006-07-07,-0.01715784036797768,-0.3556362263900655
2006-07-10,-0.036941019833038845,-0.7658169756795095
2006-07-11,-0.026635278605973107,-0.558564658809854
2006-07-12,-0.023754643833487406,-0.4975313589264469
2006-07-13,-0.028143430478032305,-0.5909861443939417
2006-07-14,-0.03852510279677305,-0.808144910919769
2006-07-17,-0.04174764433182743,-0.8757364396482541
2006-07-18,-0.04929621754158034,-1.0413711312981893
2006-07-19,-0.0793224087052906,-1.725356013275617
2006-07-20,-0.07148315921625499,-1.5619944853222336
2006-07-21,-0.09233106058535274,-2.059013173688187
2006-07-24,-0.07774842789350599,-1.7752752479447493
2006-07-25,-0.09174190437542043,-2.1308759627693665
2006-07-26,-0.09990100361974341,-2.35050001859237
2006-07-27,-0.09099978176131059,-2.1584471064135995
2006-07-28,-0.096362940812636,-2.2800311985536825
2006-07-31,-0.09488291570612606,-2.2430067898496944
2006-08-01,-0.10484583913921532,-2.5290568311090214
2006-08-02,-0.09633624845314974,-2.329568283413152
2006-08-03,-0.10485065613930848,-2.565894705591231
2006-08-04,-0.10801790787171048,-2.6538952504996685
2006-08-07,-0.10506975824774159,-2.5766550576666627
2006-08-08,-0.11706048087266771,-2.9229457854531296
2006-08-09,-0.11417500059606421,-2.8441844582481033
2006-08-10,-0.13630513893801016,-3.4101822180908172
2006-08-11,-0.10528558862477047,-2.7481037357734572
2006-08-14,-0.0501167382668674,-1.7409250104990697
2006-08-15,-0.049700750914146836,-1.7267325235733884
2006-08-16,-0.04903221935021886,-1.7049323979476083
2006-08-17,-0.05213989174180104,-1.7945258510137612
2006-08-18,-0.03999163957591663,-1.4341160663844346
2006-08-21,-0.03017488610272599,-1.0900459387093726
2006-08-22,-0.041778259404322005,-1.5406247095420746
2006-08-23,-0.03034224509112422,-1.1625570221107626
2006-08-24,-0.031924653594840396,-1.2215233393406792
2006-08-25,-0.029228426791750008,-1.11692228333478
2006-08-28,-0.029092963967345807,-1.1116207670643938
2006-08-29,-0.041559015408288075,-1.6613005927552944
2006-08-30,-0.03284114834100665,-1.3144867307499477
2006-08-31,-0.02054189434638826,-0.8315741252232505
2006-09-01,-0.01729716390493925,-0.6980537455083357
2006-09-04,-0.014514764994307842,-0.5852191401207272
2006-09-05,-0.01626633439182263,-0.6553317841411287
2006-09-06,-0.01319487033713119,-0.5334543287204774
2006-09-07,-0.010960838706651922,-0.4484394840764797
2006-09-08,-0.01407450591182893,-0.5735705431165166
2006-09-11,-0.02338970384025327,-0.9397748056189549
2006-09-12,0.0035140502392818664,0.13967795224398813
2006-09-13,-1.579676608055015e-05,-0.0006324509036943199
2006-09-14,-0.002687255897648389,-0.10832435639443491
2006-09-15,-0.013522162968803887,-0.5419818673135667
2006-09-18,-0.017220588069985377,-0.6979226495563859
2006-09-19,-0.024665229845385415,-1.0097485031757651
2006-09-20,-0.02286934746957065,-0.9316093537050182
2006-09-21,-0.029855102179152694,-1.2430143329127243
2006-09-22,-0.03892065658170053,-1.6390617264434246
2006-09-25,-0.04554619535469556,-1.9328559685230284
2006-09-26,-0.041585318569009905,-1.7677127704413262
2006-09-27,-0.033972007591454155,-1.421350338691923
2006-09-28,-0.031193077729787043,-1.3169751385528579
2006-09-29,-0.02297358890381205,-0.968607416474297
2006-10-02,-0.0030159420462155598,-0.12244296623200424
2006-10-03,0.007450812468041508,0.30011539710102797
2006-10-04,-0.013102686686173799,-0.5567467190719008
2006-10-05,-0.0036259347046766763,-0.15540020761401876
2006-10-06,0.0010332983392107094,0.044590001103567097
2006-10-09,0.0033626814936722977,0.1465865388511475
2006-10-10,0.01662013673725695,0.7198356747072505
2006-10-11,0.015344469291874312,0.6662347531782857
2006-10-12,0.012154113791186036,0.5284414861067717
2006-10-13,0.020690043367479472,0.9092715520254293
2006-10-16,0.028246465646323823,1.2361109013679767
2006-10-17,0.015447488562730904,0.663967497884456
2006-10-18,0.030074323345247945,1.2988811852815687
2006-10-19,0.02745865946423029,1.1803095498232035
2006-10-20,0.039757101460410026,1.6911376799885776
2006-10-23,0.051591922623406304,2.210685415113658
2006-10-24,0.04970573986917402,2.1280678655517886
2006-10-25,0.042236572688174524,1.817116761637676
2006-10-26,0.048190682851152404,2.079953955547573
2006-10-27,0.05362415066460609,2.3473593534192156
2006-10-30,0.05440624168645468,2.3788073802027196
2006-10-31,0.04608551747358662,2.0360007813053134
2006-11-01,0.05124877281448152,2.2493634660071398
2006-11-02,0.04924163158453524,2.164981252965945
2006-11-03,0.04386341383152328,1.9365426533852013
2006-11-06,0.04940401681156063,2.1460171421894043
2006-11-07,0.05685235002825463,2.4276743649923596
2006-11-08,0.04547512791436998,1.9252993335031654
2006-11-09,0.050095629847442966,2.1678415078685407
2006-11-10,0.04212402681591234,1.827850436599855
2006-11-13,0.0405054825690256,1.760524717647966
2006-11-14,0.040904007859015726,1.7785800933209246
2006-11-15,0.04339934385190794,1.895977586340736
2006-11-16,0.06590104185930604,2.9698805083413853
2006-11-17,0.06906043480199582,3.13732215658767
2006-11-20,0.06917118590644675,3.1421546623761887
2006-11-21,0.0722027105992458,3.2833973866452792
2006-11-22,0.08604610333281497,3.8699148393598275
2006-11-23,0.091635640984123,4.147007473127955
2006-11-24,0.08793857234470102,3.9715455799719614
2006-11-27,0.07542755542702717,3.2881823142360855
2006-11-28,0.0696097351652931,3.022232603183313
2006-11-29,0.0727942969524915,3.1417674022516837
2006-11-30,0.07961336166093078,3.3742200017928736
2006-12-01,0.07806961742277926,3.312642896239087
2006-12-04,0.08272491362743017,3.4876155581401975
2006-12-05,0.09244297640118843,3.8748701608731335
2006-12-06,0.08733975131076213,3.6169144737470074
2006-12-07,0.10682262977744417,4.561416219020706
2006-12-08,0.10119332801320094,4.22159705761234
2006-12-11,0.1219785890977633,5.085417273828218
2006-12-12,0.11477660635858775,4.925959433148057
2006-12-13,0.10881444693657816,4.652314473662503
2006-12-14,0.11188843487504212,4.751945338081874
2006-12-15,0.11140306225622097,4.7221174140924775
2006-12-18,0.10340830499546777,4.375926236484377
2006-12-19,0.10599231878603917,4.491376662398967
2006-12-20,0.10471353910157352,4.4495966051714095
2006-12-21,0.10534778190110697,4.473871653159454
2006-12-22,0.10393461990664656,4.400919687502211
2006-12-25,0.10480621619578764,4.442376383023657
2006-12-26,0.11245779413389256,4.724905521847887
2006-12-27,0.12325365010140812,4.913928166116299
2006-12-28,0.13768459738453462,5.52743126425096
2006-12-29,0.13159185442316298,5.269025758561191
2007-01-01,0.11911149962721412,4.92081152657409
2007-01-02,0.13095839030534281,5.126418370388305
2007-01-03,0.13127057104616466,5.142509364532526
2007-01-04,0.11744777903529997,4.455158300689558
2007-01-05,0.0918320948727466,3.0725901721935416
2007-01-08,0.09571165412995258,3.2288655026542408
2007-01-09,0.08670228988337796,2.939449810851665
2007-01-10,0.07556179347647136,2.535994309625813
2007-01-11,0.10288924273662392,3.1727404449004446
2007-01-12,0.12324557832076435,3.6204326127013617
2007-01-15,0.12792553596441097,3.736098424243286
2007-01-16,0.13739060448651533,4.065472142714067
2007-01-17,0.13288832816473095,3.9426680668542207
2007-01-18,0.14777346745097583,4.37590573888953
2007-01-19,0.1366131907671412,4.05282785896395
2007-01-22,0.1323187038940715,3.9294506620388696
2007-01-23,0.13472104393245196,4.005053966928094
2007-01-24,0.1348103565560588,4.008003239668122
2007-01-25,0.1297791348003943,3.8496348358409738
2007-01-26,0.11709001955785484,3.377345763010978
2007-01-29,0.12220804572894262,3.5059871066899477
2007-01-30,0.11767531673015674,3.3602045422218785
2007-01-31,0.10793322649528593,3.0776403768423566
2007-02-01,0.11955100416791026,3.3642343541013626
2007-02-02,0.1240327781882051,3.490478571683797
2007-02-05,0.10727385162567009,3.0122589966009476
2007-02-06,0.10124020980424943,2.8594525297238005
2007-02-07,0.11271482025813835,3.201821794608534
2007-02-08,0.10929126872979653,3.0818369582488923
2007-02-09,0.11417328298425608,3.2253490053538347
2007-02-12,0.10844380234695404,3.0542206245173684
2007-02-13,0.11624435061228564,3.269608397212142
2007-02-14,0.1309201790406729,3.645767349559742
2007-02-15,0.10781894735782593,2.9485210975782397
2007-02-16,0.1126870451852932,3.086010234033366
2007-02-19,0.11556440207848924,3.161533454788521
2007-02-20,0.1138812666405035,3.1148095417548656
2007-02-21,0.10768706702305453,2.962430203419102
2007-02-22,0.11709971509785892,3.192703706990034
2007-02-23,0.11692056183341816,3.1874499519214803
2007-02-26,0.12482782133884493,3.4473254806794342
2007-02-27,0.07620358523316229,1.6913692509121685
2007-02-28,0.05463203246575596,1.1959734922080298
2007-03-01,0.02683429946157556,0.5792551885176603
2007-03-02,0.011548101196767609,0.24668654441424992
2007-03-05,-0.017450115381282917,-0.3633163532351298
2007-03-06,-0.019108315560034266,-0.39834859359232533
2007-03-07,-0.005315800572813923,-0.11072792167012557
2007-03-08,-0.006914117035819407,-0.14419929346396726
2007-03-09,0.003373474945533227,0.07077489763928788
2007-03-12,-0.0010157983033513849,-0.021416233255852856
2007-03-13,-0.016348156083649572,-0.34440382937479885
2007-03-14,-0.01889339990866812,-0.3976097828437362
2007-03-15,-0.019297159453271696,-0.40625504770980186
2007-03-16,-0.009888079918759236,-0.2086967508212989
2007-03-19,-3.317948397796019e-05,-0.0006985714808407494
2007-03-20,0.0016626909039867547,0.03498958375685187
2007-03-21,4.9801238120312334e-05,0.001048954553098315
2007-03-22,-0.0017604409363360125,-0.03710330230990444
2007-03-23,0.0008128475760688413,0.01714339984278193
